X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,Y
2.638470656,-9.544995503,-8.575606524,-5.173888245,-5.338427954,5.26690052,5.420497607,-4.555082038,-2.484301249,-9.166525679,-8.469286889,4.726207611,-0.460273112,-9.36286213,0.551131856,1
-1.514363897,8.744779657,4.594347898,1.425880883,1.516782513,9.386338944,10.71684536,-3.185890081,-6.474893757,5.223244746,-8.632316093,-4.431117816,-7.367325259,-3.823328967,-8.777071046,2
-0.560068551,5.419182372,4.337076284,2.383583678,0.939164886,10.18754195,11.7838731,-2.11549668,-4.292326083,6.0633923,-9.09298175,-3.32001107,-8.960817773,-3.575905614,-8.303220298,2
-5.934650791,-8.366812019,-1.564235483,2.981657025,-2.081416443,-0.515539584,-8.219418269,-0.747247346,8.583407639,7.699893703,5.00007905,-8.582625138,6.032096925,5.758972979,-8.456510479,0
1.925147194,-9.636452561,-7.913265216,-4.241143262,-7.098748262,4.872471495,5.283065827,-2.424599573,-3.88282651,-10.52279215,-7.200180955,3.846213403,2.111595734,-8.315288173,0.350236692,1
2.902760336,-9.89047634,-8.126125837,-5.068413896,-6.302247283,3.976697268,6.686891003,-3.063628029,-4.535220798,-7.831754286,-8.242153828,4.753110906,1.470402809,-7.292128246,-1.056643522,1
-0.796885706,6.807006473,4.606993067,0.466564132,1.402472014,11.40205972,9.9225613,-1.782327009,-6.276609283,5.421020857,-8.311399366,-3.005634517,-8.272546657,-6.293892134,-9.058213508,2
-7.635213686,-10.36921886,-1.728525526,4.840635809,-1.283330623,-0.191464894,-10.47363946,-2.590888174,8.444381722,7.386837219,4.119376118,-7.776484271,7.329873668,7.399178954,-7.989818568,0
-1.683861667,5.199080656,3.055948495,2.048447207,-1.541457266,8.826574632,9.944414097,-5.049913988,-4.986686785,5.83355703,-7.254756222,-2.510039152,-9.150335623,-3.521280502,-9.972578739,2
2.394069446,-10.75731052,-8.2542996,-2.561862631,-7.398769836,4.604500413,6.593370888,-2.854594969,-4.414838736,-9.895308108,-8.233696439,3.529609072,2.149067207,-8.460994898,-0.524165148,1
-6.81662252,-12.46248806,-0.279444745,5.971190809,-1.750209206,1.668910928,-10.29072584,-0.508962684,8.255027511,5.000430096,3.056457042,-7.32905199,7.042791491,8.955899946,-5.504342187,0
-1.981389476,6.638031779,4.559369135,2.860115033,1.516117464,8.713519483,9.807563332,-4.148973737,-5.041364139,4.511901013,-8.468963363,-3.527031717,-10.86113696,-2.593084456,-8.48711524,2
3.892758783,-10.04192303,-7.475719649,-3.99502982,-6.731144895,5.318097185,6.603190159,-2.425292584,-3.771520734,-7.678796831,-7.642416327,4.122991848,2.260052011,-10.42532953,-1.679606626,1
2.614544134,-9.887316659,-7.932650123,-5.376832217,-6.327040293,4.126805091,5.964683565,-4.709066197,-3.566483554,-7.425049155,-10.50736292,4.679074291,1.02702797,-9.121100791,-0.474749883,1
3.456927092,-9.871006634,-8.208821352,-4.759298969,-7.71923639,5.126586925,6.32582165,-1.679536751,-2.489017265,-5.82522242,-8.691039678,3.697307686,1.936537273,-7.517556917,-0.502845973,1
0.047391863,6.985369577,4.164117487,2.959321335,2.433297471,9.542925677,9.136549997,-2.901074665,-5.814272287,6.380985512,-6.911426255,-2.796318439,-8.430142627,-3.47197838,-6.121744968,2
4.090089511,,-6.756356158,-5.179964122,-7.973708626,4.561677457,4.736363402,-3.256770437,-3.169398254,-7.950357973,-8.76681916,3.712783765,0.460017186,-9.684009768,-1.299393104,1
2.917807492,-10.19965465,-7.439302569,-3.96160116,-7.486245859,5.856785214,5.516784444,-3.542653705,-4.350860053,-7.762424026,-9.511417237,4.204965619,2.378111719,-7.185570918,0.675853132,1
0.978709895,-7.89275827,-6.974139126,-3.470123961,-5.165316293,7.591349697,5.415580376,-3.916937163,-4.370056918,-7.058499973,-8.475375417,2.825727116,2.57141547,-9.568261616,0.753586996,1
-3.407967296,11.16215941,1.972838497,2.299904857,2.867742023,9.760296176,8.524679112,-4.707269317,-5.454999067,6.182991065,-8.1271111,-2.076399625,-6.4069704,-2.087816832,-9.170161613,2
-3.421059856,8.507285638,4.635249975,2.303619063,0.771854749,9.110704667,10.54740161,-3.502250314,-5.389402146,6.068466224,-8.546087357,-3.888126511,-10.64874314,-3.131764524,-7.559366942,2
-3.061829215,7.231954264,5.877984602,0.776979858,2.137803934,9.576766069,11.06337821,-2.615923964,-5.078846046,4.423761485,-9.265902661,-3.102531211,-9.426336434,-3.276408582,-9.785901995,2
-2.637403232,6.938984783,5.362920554,2.906906007,1.703139302,7.952953174,10.10024562,-2.648259689,-5.158125744,5.458946557,-9.884283452,-1.84102765,-8.061662667,-2.500585243,-9.058417638,2
2.257699999,-11.44509027,-8.369969715,-3.696229933,-7.025509973,3.555209014,6.238546399,-1.852603307,-3.126921944,-7.794699388,-8.864193341,4.651761845,1.332426478,-10.95530265,-1.243385938,1
-0.23038004,6.193024486,4.006899269,3.248959783,1.450956429,7.600218065,9.54018655,-4.073843738,-3.284496866,5.728706634,-9.986222066,-1.233673984,-9.979996456,-3.157171974,-7.721075053,2
0.106821088,-7.583664439,-6.892325051,-4.369372871,-7.23831626,6.894463413,7.847345206,-1.590943445,-2.670501243,-7.00008068,-9.049164599,4.357526292,2.483025512,-8.847640122,0.057202861,1
-6.542050231,-9.840096758,-0.910209099,3.944217925,-2.252336173,-0.885726159,-9.804801836,1.306534599,11.22767384,7.289375752,4.404215817,-7.55850948,8.593915268,7.432978284,-6.888690446,0
2.617354802,-8.264540722,-6.887305485,-3.873723802,-6.622480142,5.833269117,6.447891728,-1.428492115,-2.014247434,-6.492748545,-8.003025947,5.926364411,2.550684966,-9.18746576,1.009178173,1
-3.652847661,9.506537322,3.682937197,4.211750838,0.407910903,9.910365474,10.70747219,-3.217458913,-6.210990363,5.766069156,-7.720251407,-4.792919015,-7.761169717,-3.353468047,-9.387087152,2
-1.741647322,6.834891969,4.004929369,1.840903356,2.391318238,7.479611924,10.49082474,-4.345054691,-6.407915878,7.651667471,-8.261427896,-2.431231206,-10.46060611,-3.472818777,-7.985814714,2
-2.698863959,6.89382616,3.939506728,3.01837283,1.22085498,9.418908258,11.05701469,-3.056759912,-4.835553745,5.895259395,-8.896601121,-0.936816046,-9.960452621,-4.408424222,-9.476406106,2
-1.649376904,6.881955575,3.061870516,3.345710891,1.926508321,8.939057911,11.80070375,-3.624965796,-4.209735013,5.677936399,-9.312790103,-0.610649722,-8.524721005,-3.797545428,-8.547211121,2
-2.039860242,6.749112103,4.867763559,0.51802355,-0.248208926,9.978058668,12.30317355,-2.644341935,-4.897446061,5.532890979,-7.990469681,-2.562855397,-8.290204442,-3.905740057,-9.720841013,2
-2.852484505,5.704893106,2.878630195,0.710747192,0.290639196,6.295971761,8.705354573,-3.717444305,-4.235610861,5.279609152,-6.851089318,-2.557172259,-9.321416228,-3.8170021,-6.473769448,2
-3.153503142,5.748887631,3.048221837,1.597650688,1.6141593,10.33897115,9.740841227,-4.939863444,-5.392609504,6.760829626,-7.418181895,-1.394391627,-9.211005892,-2.312796663,-7.534499573,2
-2.861273123,8.909229745,3.57351338,1.794334572,0.209619,8.243993831,9.512862578,-2.854048616,-4.756946553,5.991913008,-9.112826084,-3.614127917,-9.224242111,-5.083285847,-9.353541767,2
-2.471362999,6.47612724,4.575742462,1.441651565,0.652663273,8.589602884,11.3563844,-2.021322332,-5.883018944,7.497677934,-9.696835448,-2.446485341,-8.680880792,-4.315038002,-8.045935512,2
-2.845083611,6.971830357,3.720388993,2.852873892,0.284986396,9.939804302,12.30793583,-3.890291293,-3.881553356,5.255282933,-10.40665409,-2.106643866,-8.837155939,-1.703974394,-8.394168997,2
-5.807351351,-8.43406978,-1.910892193,4.343892257,-1.153915458,-0.593294173,-8.815846921,-0.488518277,8.287940788,8.46629451,5.647770798,-7.895282801,9.037267076,7.247555606,-6.157236319,0
-1.971585732,5.893509733,3.784299991,4.189651411,-0.067818405,9.214638098,7.964763836,-4.431609875,-5.914978276,4.666429427,-9.623755973,-2.706606275,-9.862225026,-3.696926312,-8.054237514,2
-6.945938988,-8.488492223,-1.894069882,4.348674292,-1.113971459,-0.226563297,-9.602040037,-0.732114618,8.378511809,6.475686223,5.076170485,-6.785150124,6.673565612,7.967814258,-7.522057681,0
2.909844514,-9.521106028,-7.518083994,-3.051273331,-5.579037221,7.39842095,5.682621959,-3.491950615,-4.131936882,-9.096911841,-9.64892496,4.250806584,3.192828046,-10.09789376,1.980913648,1
-3.181074916,8.201551085,3.636289478,1.594516069,2.407636896,10.07917813,9.311713728,-3.354093688,-5.941855554,7.460266544,-9.981120718,-1.178140162,-6.513648435,-3.380626396,-8.951661221,2
-1.461100877,7.449015187,5.546723222,2.528669108,0.882887112,8.370642182,9.668382619,-3.825728053,-6.153130216,5.560652231,-9.163219632,-3.24399417,-9.457427899,-4.071872609,-7.816683359,2
-6.232402726,-9.72683057,-1.946315445,4.189333338,-1.948542844,-1.758901749,-10.57682097,-1.256283446,8.637646181,7.331324515,4.593043699,-8.944049259,7.621244478,8.239327139,-7.349496107,0
3.179995065,-8.831610146,-6.801082222,-5.160921808,-6.36964495,6.415731877,6.329350791,-2.867040621,-3.845716817,-7.68730535,-7.937322202,4.097878107,2.664951621,-7.269648119,-0.873514428,1
1.671864734,-10.04476433,-7.14508524,-2.302091143,-8.002788631,4.464581618,8.185503945,-4.77278381,-5.443019868,-9.451630231,-8.483227379,4.153215997,2.107643349,-9.108854194,-1.640670693,1
2.809040445,-9.547572436,-8.679040265,-1.632052515,-8.112652072,4.127824787,5.444515973,-4.558350901,-3.084512374,-7.46377472,-8.189433186,3.95537325,0.583170971,-7.530105,-0.369991372,1
-4.020216996,8.108588607,4.994381289,1.566251889,2.041294152,9.00613158,10.07062078,-4.631596325,-5.282259425,5.961446249,-9.944976326,-1.688646832,-9.944998285,-4.031973824,-7.800077954,2
-6.757362702,-9.511965496,-1.05689146,5.929203422,-4.367909114,-1.017441398,-10.52094136,0.935104664,8.386090048,8.479621597,4.892053155,-7.602855638,5.518253115,6.480991801,-7.725939973,0
-1.104556088,6.13864989,3.991455844,2.58109972,0.158352678,8.192876508,10.49527367,-4.67731865,-4.488155518,5.633933268,-8.37802882,-1.90971085,-8.182897359,-2.974881054,-8.942427225,2
-2.575992981,6.50471405,4.503851655,4.146173542,1.42291479,7.299653589,9.107237675,-2.45375563,-6.795793685,3.97578938,-8.889245035,-4.280378896,-9.543786135,-2.470386808,-7.399334336,2
-2.007945541,8.198185551,4.485894079,3.530723464,0.909945529,9.293115736,9.870871935,-2.444127801,-6.274673703,5.294537318,-10.36978292,-1.973846537,-10.42765939,-4.838979654,-8.275088671,2
-4.825729511,-7.931248702,-1.900190689,5.413525335,-2.200741593,-0.57069362,-10.39304554,-1.551918842,8.817300427,5.087695648,4.119249533,-7.290471449,8.835673225,6.298982043,-7.081098796,0
-3.172974924,8.301286073,4.434779842,2.382136301,2.796663863,8.132638193,10.31777129,-2.976786462,-5.577264982,3.970873242,-8.190501734,-1.69774775,-8.539890386,-5.050185293,-8.645978101,2
-2.883797758,6.792786839,3.059981889,2.857691462,1.056768672,8.803017752,9.952249624,-3.262551531,-4.797630799,4.999114183,-7.807478246,-4.210707791,-8.169728779,-3.381092268,-8.488530608,2
2.808994922,-8.057740488,-7.045397389,-3.998327582,-5.260760887,4.182627714,5.799237619,-1.531145501,-4.850828992,-8.767334603,-8.141065581,4.608405644,2.082377784,-8.582293122,-1.066134479,1
-5.276557706,-8.56638974,0.031663743,3.556242772,-0.604060151,0.373060624,-8.559501948,0.455683929,10.98657095,5.603594593,4.511621562,-7.083573167,6.902355102,7.259244805,-4.868456807,0
1.581375337,-10.19374847,-6.868912207,-3.955176373,-7.345227798,4.417663402,3.948848263,-2.282078905,-3.772688306,-8.848547042,-6.659871634,4.716396667,1.603308188,-8.490835516,-1.223829257,1
-6.915093709,-9.758616632,-0.458634207,5.072779795,-3.134931518,-0.315468059,-9.553736034,1.208939982,8.410545407,5.123117175,3.377032629,-7.98874553,7.600754782,5.969091772,-7.196689712,0
-6.436028435,-9.766806674,-0.39871972,3.666116889,-1.157499261,0.365807979,-8.525212741,-0.455176518,9.016518339,8.839141268,3.39874545,-7.428398311,7.888117731,7.666361766,-5.320618001,0
-3.10564814,8.489764306,3.639773562,1.564298194,0.664831203,8.311229394,6.422965824,-3.154225652,-7.498046151,4.414405137,-9.109580193,-2.700194454,-7.235717536,-5.305796211,-8.592555634,2
-6.132808733,-10.60081591,-0.852718171,3.63429308,-1.756441989,0.060867914,-8.41760628,-1.413770027,9.461385851,7.317186985,4.327297934,-7.11658622,7.723975101,7.294471006,-7.068373838,0
-7.576832669,-8.426531003,-1.551519228,4.241960984,-2.743224294,-0.398066625,-9.13021147,-0.339739357,8.747811403,6.174338328,3.907378885,-6.500796895,7.784392266,8.066495411,-5.117157892,0
-6.844873356,-9.141188135,0.388561732,3.054420979,0.136330447,-0.014807723,-9.135683451,0.732454728,11.88334574,7.875396952,5.096640475,-7.59774464,7.898860368,5.657024217,-6.874392022,0
2.483631529,-12.36860734,-8.183286313,-3.394855718,-6.873944234,5.545813534,6.267464449,-4.250929221,-2.106802189,-7.085163126,-8.049723505,4.849963746,0.920442237,-7.492952118,-0.531184464,1
-8.270702169,-11.61756034,-0.781177821,3.91517933,-2.215485128,0.874137323,-11.07251188,1.178375696,9.4654867,6.967736998,6.675477696,-7.685499958,10.0752944,6.530511152,-7.149834277,0
-6.580943641,-9.904133803,-2.406593327,5.162585853,-1.376184444,-0.051797091,-9.920146746,-0.715835615,9.275531736,7.776419514,4.433701762,-9.096269777,8.681649485,7.156326171,-6.497603593,0
-8.062838332,-9.012269497,0.346252747,5.335355238,-1.581457188,-1.660671304,-10.37121872,0.13105995,9.884598592,7.398655818,1.649611577,-7.885730585,9.298687428,6.221570076,-6.46437699,0
-6.927626396,-9.367635878,-0.822622791,3.024569552,-1.646279664,0.048626471,-9.62205879,-1.934608097,7.765788472,7.482833245,4.005045657,-6.505704602,8.68572678,7.443903162,-5.602283854,0
2.287635337,-9.20788172,-9.074763476,-4.674326281,-7.229551026,4.40279419,7.528813391,-4.60229907,-3.12456333,-7.054969639,-8.833198122,3.861364886,3.574722716,-9.34237856,-1.68690503,1
-1.391663049,6.045659243,5.72840859,2.595474279,1.223867059,8.496336522,9.440389188,-5.266578081,-5.241123432,6.420374671,-7.505719542,-2.553550404,-8.73603022,-4.351824552,-7.787027524,2
-7.022820463,-10.10965818,0.201123287,5.964700617,-1.900507973,-0.423090994,-9.396708959,-0.774385615,9.257524186,7.821148234,2.936099871,-7.156147528,6.821764275,7.337064626,-7.672778394,0
-1.499487782,7.410049828,4.500899439,1.319334332,2.495506313,9.99010154,9.093843466,-3.465128771,-5.818879565,6.79953563,-9.322990907,-0.581832681,-9.247439905,-3.957962032,-6.82525685,2
-5.250477354,-9.660893385,-1.064566542,3.71404136,0.386670034,0.066935408,-9.47495187,-0.669254527,9.677845611,9.810470472,3.076256536,-8.80415843,7.38003565,6.582394584,-5.54037193,0
-5.950173769,-9.270864528,0.10820441,3.25614601,-2.120308713,0.300406871,-9.517119624,-0.832876527,8.253240766,8.535361976,4.499522853,-7.827542056,7.907857003,8.441576588,-6.42712274,0
-8.021604317,-9.155577513,-1.571042663,2.875536549,-2.570020145,0.43168385,-8.033762674,1.556465843,12.24375959,6.972253722,4.645680473,-6.415842105,8.682388378,7.267134017,-7.057564793,0
3.192175642,-10.03063595,-6.555605303,-3.337083773,-6.756221744,7.103995314,5.357551332,-4.119452885,-5.195327669,-7.314448068,-9.564531236,4.141160982,2.840812588,-9.449140194,-0.716636442,1
1.402283994,-10.82433512,-7.430555023,-4.146371692,-6.915725362,6.469939853,6.090659167,-2.911246893,-4.990144718,-8.222779109,-8.457270955,2.82166703,1.432422305,-9.457765582,-0.659925031,1
2.952653959,-9.735779124,-10.25361212,-4.664846044,-7.384693759,5.417349744,5.351867386,-2.800404253,-3.779484201,-7.592036523,-9.842189579,2.812111062,3.939627925,-9.185044261,-0.99170515,1
-6.289255338,-8.941829434,-1.030708911,3.028755556,-1.302518934,-0.975342863,-10.45866595,-0.542009452,6.873091673,5.958716253,3.357685001,-9.010073736,8.235271268,7.4436033,-7.200870403,0
-1.942050421,5.240964,4.356422315,0.824760639,-0.057826351,8.799675192,8.146112683,-3.570478633,-5.909183324,6.235169734,-7.976238187,-2.633870259,-11.02644557,-3.827369042,-9.693421445,2
-1.640171806,7.703425775,6.507594468,2.148579007,2.966466897,7.638492809,11.38139615,-1.991185052,-5.226396626,7.754668649,-9.259781874,-1.343371799,-8.147832694,-5.001304119,-7.513602302,2
-6.913166516,-10.27850443,-3.114956653,3.708489546,-2.074545437,0.592606216,-8.189415144,-0.47672551,8.537558665,7.316070239,4.091064106,-7.829474532,6.186803712,5.669081974,-6.89171066,0
-7.392499763,-9.383092521,1.6033048,4.07646185,-1.399777395,-1.573898565,-10.63779998,-0.762015479,10.92852034,6.873929342,4.251189884,-7.788503423,9.152172147,6.995407157,-8.323009901,0
-7.500292109,-11.88211027,-1.059306349,4.962573427,-2.736679273,-1.182260059,-9.39107979,0.234550863,9.002494136,8.022273641,4.286151221,-7.418222911,7.772037482,8.33898935,-6.598629266,0
1.470008477,-10.30208692,-8.383374876,-3.670715966,-6.9286035,4.054980043,5.279329664,-4.197279606,-4.501195254,-7.43485147,-7.246201424,4.107701682,2.734142101,-7.362593094,-0.329011307,1
-2.29564751,6.366669859,5.519154293,2.789375713,1.203407174,7.780695938,8.769866784,-3.841868267,-4.626088966,5.364716424,-7.986394092,-4.067061747,-8.972995895,-2.858242261,-9.450586656,2
-7.615333961,-9.13308597,0.166835106,5.447640316,-1.348654461,-0.842761696,-9.181117757,-3.0479211,5.846768418,6.513791322,3.396954101,-7.796180826,6.994992504,7.791555714,-6.242315569,0
2.515365463,-9.212085081,-7.542677436,-2.425920211,-7.427075588,5.449269092,7.316144673,-4.533619133,-3.69178689,-8.542682458,-9.27615577,4.39521575,2.940549614,-8.03925862,-1.785135115,1
2.311312463,-10.38844787,-6.088356929,-4.202754146,-6.590186529,6.234230057,7.555426568,-1.21990661,-4.786290964,-8.856321467,-8.905888606,5.343718635,1.678791457,-8.50238615,-0.958285494,1
3.06519483,-10.63828368,-8.539845236,-3.767582565,-6.82304509,4.9861863,6.030851836,-1.360237612,-3.2606919,-6.588181241,-7.948569828,4.911692076,2.008483644,-8.170177536,-1.492322259,1
2.18258522,-9.014691499,-6.322216762,-3.501457001,-6.405259607,5.764795716,7.18093246,-2.108348364,-3.191127665,-7.211904367,-8.281089167,5.985332991,-1.019107767,-8.027780771,-0.153615372,1
2.732189944,-11.03062729,-8.859993112,-2.600281657,-6.723260189,5.463186422,5.888830588,-2.979888196,-4.492958313,-7.436046483,-7.729331943,4.305715348,2.091936693,-9.514398738,-0.306990056,1
1.597303379,-9.198259619,-8.477105413,-6.105266086,-5.494768442,6.216604436,5.361007585,-3.353695806,-4.19887436,-9.057751523,-8.984239157,4.532604235,2.657235211,-8.153422708,-1.264597914,1
-6.085401654,-10.06017957,-2.195338526,4.744411021,-0.664750521,-1.281863116,-10.09388244,-1.35047422,10.42718976,7.308122727,5.798779733,-8.946212407,7.914712193,7.493185082,-7.462753123,0
-6.074006619,-9.410974364,-0.723589918,6.160531282,-1.797517645,-0.62981204,-9.636218003,0.070417287,8.700724915,7.195545521,5.580662375,-10.31095211,7.610482239,5.938967128,-5.446437825,0
-3.473926454,6.779450693,4.919516739,0.715732948,0.064915553,10.74099688,9.256334241,-2.382329935,-4.855072601,3.875638095,-8.928998843,-2.462980789,-8.701473641,-5.174433067,-8.87204371,2
-6.467949384,-11.80384056,-1.825596068,4.578722863,-1.348724929,0.344849822,-8.972593655,1.165831275,8.290134728,5.54090745,4.218888583,-7.48317891,8.021116749,6.17849492,-7.75243738,0
-6.939059503,-9.294582674,0.394185551,2.611942673,-1.687637902,-0.719476412,-11.19273944,-0.573623827,7.841943193,6.207166502,4.249397814,-7.373318955,7.91708106,6.972482154,-7.82214292,0
-6.373637007,-11.00713479,0.10896816,3.152360684,-0.934543214,0.808596479,-9.78196537,0.844890478,7.917492398,6.93436368,4.048648261,-6.245293114,9.631604061,6.645369148,-7.113267054,0
-6.530303679,-8.026660617,-1.407834499,5.80520299,-1.458129906,-1.589204519,-9.747260092,0.198927555,7.619884579,7.530224584,5.356895604,-6.746092605,7.085749378,6.012486462,-5.622727798,0
-1.384521203,7.334302891,3.404318858,2.377397286,2.462881897,7.07617924,9.707257385,-1.997582229,-4.542086754,5.325959922,-9.497034406,-3.685272257,-8.869706767,-4.900330386,-7.723262351,2
-6.223879693,-9.550132096,-2.110096963,4.609214773,-0.499228142,-0.941331228,-8.901465202,0.539786591,5.863056531,7.99474672,5.246216259,-8.166154853,8.476842452,8.744143361,-5.202453033,0
-2.29476043,6.907140053,3.536599666,3.562330722,0.203221304,9.097727793,11.08590188,-1.172156237,-4.488266415,6.068140055,-7.350452434,-1.58647855,-8.161422763,-3.131635053,-8.491492463,2
-3.178206401,6.568963832,3.474194368,3.125000786,0.831820883,9.755244464,11.01142699,-2.922640135,-5.907167993,5.477831673,-7.476077396,-2.489643847,-10.49149554,-3.352734188,-9.336334028,2
