X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,Y
-5636.49037,-0.946034917,71777.62883,0.356897513,-2.031052071,-0.266293003,-1.289062871,1.543589489,-474373.5909,-0.70390117,-1.500995749,1.906297132,-240.5270502
9201.807065,0.944874815,112246.0282,-0.169668411,-1.623782214,0.722415607,-0.472215769,0.058215765,-439373.8387,0.10028205,-0.78468174,0.428223157,-48.4389482
-2094.956312,-0.547586677,-159538.0581,-0.209427749,-0.014063115,1.187640105,-1.432960743,1.133172019,275571.333,1.099701196,0.925120231,-1.111777578,-58.43704384
812.1749935,1.322473517,4583.377494,0.057830841,0.70816289,2.334142359,-1.661170926,1.429392449,-103536.7452,-0.445581638,-1.362053134,0.620381702,6.038310122
1977.868725,0.247392762,101876.0703,-1.302524637,-1.045654156,-1.242160273,1.352733349,-0.150099703,-399744.5955,0.121828675,-0.216436526,-1.334924683,-150.9728607
10077.65303,-1.582015621,-190300.9826,-0.111550208,-0.392160887,-0.590744768,0.87848652,2.632443065,-196708.8522,0.786667986,-1.120115753,-0.390688194,-203.2773931
-14392.11428,-0.441380839,-24057.8956,-0.046520524,0.047998464,0.179794006,-0.316618357,-1.213841193,-88582.86512,-0.111380316,-1.487486253,0.207467791,-154.0653682
-20225.36352,-0.237814731,107660.3949,1.360087565,-1.220858584,0.148132101,0.792535037,1.220862019,-2346.739146,-0.431764355,-1.535342039,1.626431349,-176.141118
-3032.218849,-1.231347804,104008.669,0.85929703,2.413154261,0.180901296,1.605988049,0.71049618,-284479.9993,2.711262019,-1.796714137,-1.275218991,-112.7212251
10200.86506,0.436776966,258801.6269,-0.473974783,-0.870746606,0.710769162,0.199966463,0.801052977,-333725.1669,0.347894005,0.001348846,-0.406600838,115.9450086
14347.11362,-0.052619083,-49695.19759,0.480610369,0.3206284,-0.881274933,1.042747156,1.068310046,-70213.91931,-0.710843107,0.269037162,-1.349329777,-82.22223303
15708.17055,0.072599189,119100.693,1.818297291,0.000300289,1.42947431,1.100147163,0.980120567,46268.21819,-0.880795046,-0.951112945,0.425360465,60.85141261
6529.682443,0.045266269,-143345.7687,1.489949611,-0.837897598,-0.792902249,0.023273231,-1.126614388,-442374.4886,-0.566379342,1.151714878,0.174797476,-126.9576799
1148.972606,-0.973202235,66541.40724,-0.239625012,1.607265193,-0.578396744,-0.193736257,-0.015612631,-42493.42716,0.159743772,-0.239490274,0.579312697,210.7548146
5311.963252,0.984425054,72493.22264,0.018383868,-1.569446657,0.527654857,-0.850365101,0.753117329,-309922.6177,0.331827717,-2.937315093,0.586124147,-418.4833753
-5965.138156,-1.2871373,145889.3588,-0.252264212,1.997659362,0.115040018,0.247433669,0.364948199,223151.2792,0.490626977,0.367948306,-0.347743544,146.6939248
7884.813941,-1.104140317,38055.31079,-1.797081986,-0.833694694,0.701535972,-0.283627619,0.302560919,219768.0729,0.591116393,-0.055382554,1.453251036,13.77291227
-8378.154957,-1.081424561,-51599.7876,-0.289301825,0.387343341,-0.909584626,0.494171481,0.891046918,12650.96854,-1.550530345,-0.826603407,0.596252608,-184.1571331
-21308.39693,1.570746382,-21960.3224,1.491141849,-0.570289403,-1.584487992,-0.59823995,-1.299272513,-109571.6466,-0.644891361,1.001057872,-0.29752896,-34.25763821
-23474.43004,-3.060317433,165579.1064,0.387115061,1.208022099,0.803245443,1.292020245,-0.285785804,84992.70848,0.749621229,-2.767637259,0.435526379,22.4138916
-5050.877932,0.525059014,-229008.1307,-0.44651594,-0.127110579,-0.404677744,0.423185502,0.087013954,228853.4107,-0.819160474,1.314249246,-1.456399562,-8.270540721
12601.76835,-0.551374309,-72159.48145,-0.74098495,1.793265771,0.632606012,-0.204923782,-2.6168523,176470.3849,-0.673230332,1.702691378,-0.494598094,105.1740253
-18007.28493,0.032466864,-96030.17473,-0.375382416,-0.135938214,-0.831283725,-0.757051137,-0.042207455,227205.5285,-1.790865806,-0.873856821,0.15152038,-72.10074216
6141.137925,0.544605472,171720.4093,0.05366902,0.97091151,0.093357153,-0.20524951,2.268635895,-332023.906,-0.408949513,0.290476956,-0.072455238,119.8807667
4943.219766,1.589693237,138456.0314,0.670135744,-0.66932601,-0.303754962,0.436382833,0.4233654,54208.01449,0.835605829,-1.196624711,-0.258375292,-101.3489493
-15398.3171,0.100678382,-196014.0523,-0.540537574,-1.918384477,1.36659901,-0.551589759,-0.452525681,183258.2564,0.726938013,-2.093840376,1.363821016,-189.2171342
10209.63678,0.54387771,56923.03103,1.161708991,0.290724845,1.351958142,-1.631354976,-1.929522987,-76690.96736,0.08461888,1.163379812,-0.898330921,211.6536884
-10645.92351,-1.284970106,-33740.94597,-1.832309579,0.833254557,0.497102095,0.571880145,-0.127756523,131207.4945,-1.212362741,-0.191401176,0.141065645,26.93553918
-15936.37675,0.872227466,-34492.30979,-1.288003628,-0.474078174,1.301927869,1.108093373,0.453652469,-281616.0065,-1.298881114,-0.436276181,-0.224938706,-160.743564
79.44618339,-0.262330169,60273.74867,0.104501834,-0.068360063,-0.067148106,0.441018491,-0.518821263,77560.1297,-1.074419518,-0.32324275,1.347918411,-14.16204205
6417.144481,-1.669463753,-52140.8863,-0.563792534,1.42801945,-0.520037612,-0.407352063,0.141927197,63539.60907,1.410136583,-0.335407278,-1.2405293,-10.82877168
-10851.26127,0.281080381,103993.6893,-0.095399104,1.006684521,-0.756886865,0.004734936,-0.258615128,324569.5364,0.409208526,0.390674793,-1.650049518,118.105277
-2182.126243,-2.117018832,131313.4518,-0.069122786,-1.594548577,-0.414041734,0.147631043,0.15061292,-389375.6385,-0.458537723,-1.479373302,1.536086874,-164.4926545
-14425.18225,-0.14666385,190203.4633,-0.431073872,-1.526013541,-0.149180216,0.287513132,0.342998624,204639.1446,-0.800451896,-1.21553248,-0.639594865,-183.2535145
-11458.49044,-1.012296846,34201.63133,-1.513622387,-0.865101966,0.512368569,-0.264347162,0.473352834,162319.3976,0.94524617,0.795177999,0.359391419,28.31944824
-10604.40133,-0.373715912,-115380.6481,-0.73905576,0.008650924,0.415368924,-1.082771565,-0.409658152,31906.7031,-0.008117936,0.179146569,1.40343359,-14.65558892
-15996.78063,0.953411616,-75215.9773,-0.686535339,-0.467990367,0.387356428,-0.991513766,0.927996683,87624.23634,1.163866183,-0.72496025,0.872772467,-68.75297399
-4248.318317,-1.29561015,-113828.8063,1.224050402,0.555535403,0.80087403,0.231073693,2.568655709,7054.625074,0.080379194,-0.889008987,0.891543671,46.91313543
-1446.02946,-1.033517584,-56507.24655,-0.962830725,-0.267923254,-0.20514301,0.447348853,-1.070653621,-138051.4152,-0.478911173,0.138527806,1.717769815,-115.5015339
-360.4216463,-1.535151599,92017.28141,-0.849217064,-1.535153949,-0.195341801,0.122826007,-0.107227322,326277.3704,1.068235055,-0.183445482,0.151550402,35.9665541
-496.1801287,-1.423075451,90793.85887,0.936482344,1.752871863,0.809293497,-0.160803686,-0.637000346,157038.3431,-0.207863076,0.196611089,1.345532222,227.2009248
-31663.04652,-0.543421006,-122371.818,1.222456858,-0.064953339,1.339706561,0.304230498,-0.615414241,407184.1313,0.213413727,-0.42210477,-2.70927476,-330.349015
1791.770408,0.532195911,39363.33181,-0.033008042,-0.026104558,1.005352797,-0.057674371,0.676380211,565198.5167,-1.219734825,0.396907878,1.993330787,202.6007062
-5357.09133,0.673612144,120202.2632,0.12077933,1.306877286,0.032770629,-1.154953038,0.618236949,-94272.64977,0.059509925,0.109397208,-1.618784764,14.81006439
-4185.446121,-0.491069373,-20772.10597,-0.005051736,1.679094607,-0.342010013,-0.551697435,-0.705162901,4992.47401,0.655197817,-0.56304699,-1.019014355,19.11467257
14629.93629,-0.447515143,-23578.75243,-0.158772621,-1.038247973,0.308916412,0.143573284,-0.591255852,-71049.33823,3.218558925,-0.436258347,0.980364696,-109.8391993
15958.31793,-1.658425284,-79933.88684,-0.956673032,-2.184059849,-1.567268408,-0.217220895,0.500495107,-45311.4932,0.789915596,-0.6642032,1.521663512,0.733476298
-8448.145099,0.189744412,-82497.39124,0.983593175,-1.289405292,0.828413624,-0.472641663,0.430876716,49486.7838,-1.03875074,-0.977214493,0.900301408,-126.4630901
-14613.12178,0.209376,-118459.6887,0.052044059,0.041564564,0.19270485,-0.02138295,-1.064288326,263237.4353,-1.495771163,0.499973137,-1.063248169,-180.0912554
901.6903831,-0.732915231,153383.0835,-0.694017831,-1.704875014,1.328513303,1.662237385,0.970370916,35170.93309,-0.905261819,-1.189175367,-0.778942076,-10.54653696
-600.7562765,1.434345736,-90851.17382,-0.612845007,-2.160901753,-0.6167322,-0.788979368,-0.292759925,133794.3489,1.189907578,-0.843650876,-0.518459822,-170.2110304
-21010.64995,-0.714079328,63128.14193,0.28617021,-1.140258779,-0.359132165,-1.25507593,0.354686028,-162452.078,,0.66017979,-0.454730117,-63.8843707
-3427.40895,0.882957011,27292.10371,0.730640547,0.222223756,-0.007620397,0.607387236,0.737787798,122330.9864,1.188139356,2.090023242,-0.827573587,284.0825094
7925.579775,-0.935125502,128486.4545,-0.481798281,-0.362968749,0.211071343,1.45785441,0.657280318,-246475.3923,-1.193274464,1.24319571,0.709382185,118.512318
7038.620558,-0.291645108,-30270.82785,0.984280529,0.317951925,1.288926085,0.024072384,0.899604406,-518621.0536,0.980642825,-1.894780706,0.317026672,-254.6710869
1187.995302,0.428785265,-134139.1512,1.968827972,0.232228913,-0.855668192,1.408627586,-0.827212611,10834.25884,-0.107982026,-0.267723189,-1.564734769,-93.43100979
-6861.845087,-1.758876378,27886.58282,2.168414497,-1.466252362,-1.216610987,0.743784469,1.139932635,-424756.5089,0.092344367,-1.515974498,0.342448176,-189.0377849
10404.16686,-0.122242424,11667.47159,-0.254247337,1.038602181,0.014272324,-1.240459605,0.417545877,88377.18086,0.937466948,0.802440913,0.108248578,196.479586
-31.92602385,-0.545132464,61826.81166,0.19055376,-1.006017325,0.89496897,-0.162247741,0.332191521,-129116.916,-0.948409996,-1.581465182,-0.083417801,-246.4635586
7758.155967,1.727384199,88874.16659,-1.385011888,0.443869402,2.077217643,-0.568894648,-1.002039417,-253159.8369,0.750204661,-1.739325208,-2.15223779,-101.6430544
-20190.16527,-0.956705987,160912.0292,0.611305948,2.165869044,-1.883429889,-0.040450598,-0.809669892,197764.3993,0.257233749,0.937501675,-0.608970524,123.4643973
-4865.741242,0.022618921,-35424.53357,-0.852182724,-1.24678654,0.078343019,1.660835754,-1.233906106,87.76106261,-0.985669007,-1.746331421,0.588261942,-299.7159774
-4950.723932,0.472812847,172067.8433,-0.061740625,0.784304835,0.610463629,1.424274535,0.126571856,-104328.3963,1.126682652,0.270610484,0.726254884,216.509687
-9326.44259,1.147858891,-61188.71204,0.478716616,-0.035412703,-0.317317333,1.337254527,0.761189735,-124652.7066,0.618360865,1.447148963,2.411901255,188.9811191
19774.82924,-1.07934152,-41498.82918,0.540963852,0.434527928,0.251334396,-0.094564184,0.952995572,576003.5744,-0.608831379,-0.162658873,0.193258207,58.34439978
21761.79276,-0.20017304,76693.56194,-0.020471328,0.631152229,-0.972322874,-1.02956853,-0.334931622,-36189.88066,1.580659373,1.217160514,-2.48817251,38.84315969
5097.500536,-1.393389049,-27459.69475,-2.0317013,-0.97427103,-0.501151109,-1.529324854,0.137559493,39971.64397,-0.929520309,0.012908292,0.272105902,-88.79111139
11978.49452,-1.306616938,-68757.56551,-0.010372331,-0.083643603,0.013491776,1.136548579,0.731380525,89381.7396,-1.575378519,-1.07175154,-1.037562987,-199.8241417
3965.608568,-0.428586643,-61562.74473,-1.764387971,-0.143739452,1.913643437,-0.536470962,-1.172449009,162514.1434,-1.492126339,-1.256195269,1.198432581,-10.68836174
15183.99816,-2.719192896,-23419.72932,1.782185779,1.03107213,-0.212475044,0.803151581,2.4450801,245098.232,-0.778457572,0.497416027,-0.086998635,143.1485804
-9481.330857,-1.121058156,-172711.4925,0.389614738,2.375724573,1.348345908,-0.522706712,0.641940808,199959.7305,-0.149671085,0.423337587,0.834945521,42.4489942
-13403.57214,-1.163345403,-132526.0215,,0.960865817,-2.161921391,1.06613103,-0.064387531,194084.0299,1.072355032,-1.944395851,0.47027647,-70.18729624
-16362.23857,-0.560201661,6434.357692,-0.314209786,-0.692365597,-0.304292348,-0.347738193,0.817963057,105474.3765,-2.159372909,-0.49045812,0.208410367,-171.477071
11380.84403,0.57784543,-78070.81177,-1.841946105,0.381729657,-0.79610449,-0.800479898,1.912236944,116599.4975,0.188075258,0.459348186,-2.125335463,-63.57216243
-1486.450009,-0.076325645,-137086.6224,-1.615875101,-0.401881873,0.463972468,-1.286025325,-0.48493492,91054.18048,-1.328980607,-2.447353249,0.546379276,-271.5592573
5034.61084,-2.319838851,14313.60709,-0.689222685,-1.368019969,0.218607659,0.518884268,0.405239197,508051.2922,-0.158920652,-1.314594705,-0.543297172,-191.6320076
11085.37354,0.073373996,-7097.587454,1.305111202,1.413819479,0.292538345,1.287929458,-0.317432908,80564.56502,-0.504481291,-1.558286353,-1.938343478,-132.5743334
-12620.42458,0.283077935,119699.2121,1.53160906,-1.609295005,1.434558538,-0.053580209,-1.069127249,675663.1734,-2.047082118,-0.664326685,0.106897223,49.95829017
-13025.0316,-0.809377301,102072.2063,0.491883333,0.904246116,0.835736289,-1.53623767,0.331287186,-123073.1771,0.268559812,2.566290991,-0.714582685,215.4647776
-3723.764511,-1.760044529,-2235.024184,1.815726777,0.326942203,0.810311564,0.239422217,-0.179525877,-145870.1645,1.146256977,-0.800271173,1.417806135,76.69864513
-12604.81458,-0.2341567,89173.73945,-0.431045164,0.179522628,0.43201184,0.9785472,-1.535492663,166905.7741,0.269315644,0.728994234,-1.020671137,21.622395
7612.302066,-0.289947455,24405.33648,0.865736191,0.880421204,-1.663750311,1.490816033,0.231846677,346476.204,-0.189496914,0.588543339,-0.439063396,114.3539838
15273.87172,-0.291395198,-118223.2371,-1.402874615,-1.134519095,1.158347718,-0.962810301,-0.440709067,184890.6325,0.289651876,-0.984900892,0.429663367,-149.0489226
-10048.90436,1.112873196,114938.225,-1.179475704,0.079696315,-0.380389058,1.169684969,0.00013162,-242851.3671,0.175511709,0.909061866,-0.168755263,130.5811672
-10741.98761,-1.179727589,42143.47559,-0.403629302,-0.158209403,0.205330338,-0.213198959,1.211867376,-77554.39933,0.791590061,0.876291485,0.035848791,220.8629361
2231.581207,1.834914807,133941.9349,-0.346531129,0.595701945,-0.695058883,-0.756883823,0.645687022,57565.62917,-0.966069065,0.376869196,-0.597074075,49.08189592
-10259.70371,-1.198932004,-85211.4866,1.676677251,0.328730283,-0.48636336,1.266924127,0.096363439,2555.56017,1.129545413,-0.1602733,2.223552958,250.5598599
-18586.58699,-0.144706317,21502.52198,1.403116942,-0.008218214,0.152623989,-1.013808214,-1.135166148,101289.9591,0.760259024,-1.318108226,2.375686127,-82.60518854
-12345.24385,-0.649170085,56502.91103,0.675540891,1.16113057,0.370963407,-0.972222486,-0.555239338,-125542.0244,0.87089975,-0.544862195,0.870302756,137.6292097
-5712.814166,-0.069258528,127998.1684,0.522087148,0.563469986,1.181624345,-1.174513974,-0.166779594,33133.58125,-1.405364112,-0.275350101,0.235229576,66.10576484
13537.57902,1.129167982,-166021.7285,-0.729027813,0.718295196,-0.377180988,0.366127229,-1.115633485,4011.324387,-0.971932388,-0.26543477,0.874744384,-158.3616929
13726.02588,-0.384197142,67595.65191,-1.350200809,-0.748888962,-0.618731308,0.332566862,0.584512665,-206828.9734,-0.473368261,0.388246414,0.552550394,-77.29024405
5003.722085,-0.693770321,-91892.00161,-2.212726903,0.067287423,-0.763462754,0.206084081,-1.365540518,-95673.29085,-1.074244713,-1.678320713,-0.473618129,-369.4556717
412.4526333,0.26221112,-8353.736422,-0.772392246,0.60968486,-1.272554207,0.529701957,-0.002254436,155617.1955,-0.216465439,0.087613667,0.277057423,138.2182785
-2576.848658,-0.611536033,47361.55043,0.029006013,-0.451495533,-0.342077254,0.231476004,0.960312356,23236.02361,1.563131046,-1.632160673,-0.464468267,-48.07375045
-5693.228279,-2.287751147,43168.26117,-1.665243187,0.702919978,0.168440371,0.835931761,-0.53610951,-220539.2484,-0.400106485,-0.316490286,-0.336958295,-109.1630515
-22763.25718,-0.112218628,-72802.53869,-0.671403499,-0.580628009,1.489129559,-1.351693117,-1.926191923,-184234.2023,-0.182098828,-0.059020439,-0.730629305,-187.8729879
-205.0008803,0.498650983,138207.2601,0.726207763,1.143741946,-0.628176751,0.719907771,0.792016909,147434.5225,0.374239912,-1.013955682,0.269122999,279.9713838
22450.22471,-0.468352167,87900.82031,,-1.205554942,0.201184766,1.162577805,-1.232261825,31608.78298,-0.429542578,-1.811569867,0.166557961,-130.5473173
-13013.05694,0.775035184,-75249.51556,-1.246369636,1.73465987,0.796753811,0.346017415,-0.042848887,49479.21448,-0.545393886,-0.348620039,0.448053783,58.60131832
-16631.1295,0.727619846,77870.81326,1.116905461,0.253176664,0.505695588,0.19391717,-0.803223441,-90571.24902,-1.038998841,0.002113935,-0.039497549,150.7569886
9722.619026,-0.107661649,-36445.43595,1.082617521,-0.512063405,-1.212775643,1.003085874,1.123251004,-25093.22024,0.522112393,-0.399802242,0.424762245,-98.54271424
-14038.57381,0.242892972,67426.00785,0.811791071,-2.017772563,1.143038175,0.124887131,-1.197507626,119976.8418,-0.213958519,-2.6143115,-0.4347216,-178.5666833
-4545.36565,-1.175428805,9878.754086,-1.762702064,-3.274764415,0.984111719,-1.247728125,0.558411736,101237.8693,0.037028513,0.15403798,-1.157926183,-48.08027877
4510.676584,-0.118017631,-159876.8058,1.053688363,-0.335892644,-1.857511938,-2.068570747,0.6438581,53988.57961,-0.92037157,-1.267709201,,-197.158395
-827.9742119,-0.320112163,111467.8093,-0.729929348,-0.004007349,-1.582855218,0.585834609,-0.684787846,709314.7292,0.437090262,-0.236666302,1.595510607,309.1677996
2423.049447,-1.498582279,-132172.4573,-0.225766349,-0.331415117,-0.323223149,-0.256569296,0.877179926,-254427.3475,-1.387110358,0.501654658,-1.095067809,-219.471851
-22391.44101,0.505194699,-4890.282916,1.864052666,-1.066537958,1.773161,-0.668857789,1.329871499,52068.91295,-0.781586314,1.375360143,-0.095869203,58.83007957
-15551.39781,-0.115761959,120056.0015,-0.153420834,-0.283208212,-0.235057592,-1.111404461,-0.513981841,302999.9742,-0.411815821,0.046814678,1.692255028,140.4052248
7636.540714,-0.407552023,-184974.2416,0.604571106,0.118744596,-1.831142817,0.359008579,0.543662516,-261895.0432,-1.059790099,-1.123508514,0.240656165,-179.0872252
-32049.57506,1.713822275,-97249.87928,1.666248539,0.002922963,0.099935412,1.735994035,2.288570161,-62674.28229,-0.250694836,0.469263172,0.677724632,204.1042329
1613.929828,1.192388072,29286.23672,0.005869072,-0.578484636,-1.530836903,0.216416767,-0.452449808,349264.6173,-1.739077168,-0.460011868,0.148076446,-29.91749892
-14081.66794,1.471559989,-10985.88424,-0.728336198,0.288779204,0.198612497,-0.10483886,-0.469620619,-130384.2327,0.606925445,0.803507145,-0.980065473,111.3787961
-11976.73685,-0.678548066,-29247.00681,-1.519461142,-0.034481922,-0.723470039,0.26444618,-0.932297389,156812.7794,0.292729816,0.829650856,-0.316226413,238.1250925
11661.2155,0.45502799,179218.3947,1.925811524,0.485699693,-0.415305236,0.272709708,0.373882587,358074.5364,-1.386512706,0.882560352,-1.772742586,227.5675809
15266.26687,-0.363557467,-101575.2366,-1.456816901,-1.137487847,-1.200586776,-0.521088918,-0.664984258,-528499.9827,-0.292848396,2.743403687,1.240454989,47.34423482
10438.37966,-1.68367322,-14308.01788,0.933600007,-1.535252395,0.124950163,0.816004962,-0.837050704,-123164.4161,0.434828533,-0.263380603,-0.027507064,-201.164528
-2047.374714,-0.768253682,7210.402606,0.007608143,0.305099436,-0.061841077,-0.763537314,2.772887618,-205742.6578,-0.453072088,0.237203065,-1.003001578,-50.22429575
-13059.44212,1.368050076,108266.8503,0.191628053,0.915025818,-1.351783765,0.087006128,1.905785121,-133331.6488,-0.031250946,1.196499303,1.307884417,240.8309878
63.02312281,0.393564588,21295.16131,0.662068938,0.098568234,-1.665480201,-0.075853512,0.384804971,115180.4436,-1.414585777,0.167556747,1.585850577,137.2075262
16191.26017,-0.620780579,-138115.4807,0.331862492,-1.187125521,-1.724494272,0.703172657,-0.372692609,-219229.8758,0.029336233,0.146442649,-0.410169831,-173.6421676
-299.7699256,-0.127065411,51742.57958,-1.841680291,-1.045196988,0.732812009,-1.42901565,0.47132702,-133620.2449,-0.059610169,1.420710087,-0.40364332,46.94077009
-6163.649348,-0.53872972,-148815.8359,0.244531331,-0.392032305,0.096755492,0.171801922,-0.675959108,-124237.4382,0.675004172,0.887474633,-1.190734348,-55.94227944
17853.29702,1.682029979,42395.81747,0.243335227,-0.887428741,-0.1643587,-0.579200686,1.112095186,-216023.3757,-0.249881772,-1.469423848,-0.252148811,-129.8138084
16999.37689,1.374344616,27293.56845,1.178676938,-0.235893356,-3.082425143,1.458633239,2.168896117,502094.9471,0.773409693,0.123905944,0.597338065,48.92776077
4993.782217,-0.616435291,-45129.27471,-1.243851319,0.622042691,-0.768571012,0.189353318,-1.055737916,-106231.922,0.685133543,0.489247177,0.060866333,-19.75282119
3108.270959,-0.287475765,257864.4536,0.360757833,-0.513150672,-1.139493761,-0.605550308,1.038753419,-447259.869,-0.7759069,0.817805286,-2.24139087,46.45820109
-7198.03064,0.188714159,23923.34301,0.933464951,-0.780552143,-1.535895733,1.138009144,0.267815235,-207351.7934,0.846719313,0.517873345,-1.237841023,5.646934586
-9880.934575,-0.469035205,30528.93407,1.298248203,-0.937298521,0.160677051,2.002160048,-2.522025852,241753.741,-0.899104602,-0.713372219,0.007515032,-126.0663623
5348.754856,-0.265058836,24407.06496,-1.605024793,,1.858939459,0.051556601,-0.177432316,-54169.97327,-0.44045731,0.770495706,-0.866578007,-4.162770208
486.7814145,-1.103397751,-184908.1677,-1.227441578,1.262548217,-0.237945347,-0.86708343,0.282642333,-370891.5027,0.065522889,-0.238606454,-1.530619385,-151.1684718
10969.03173,0.329945209,-38307.96758,1.240119163,-2.011208342,-3.59352195,0.305336975,-0.616650613,416135.5011,-0.086710342,0.052165258,-0.21134104,-168.1062132
11999.95007,0.668292178,181068.2005,0.314485775,-0.952296627,0.340046449,-0.236652424,0.380371368,66879.14903,-0.229178753,-0.068734564,3.529274675,298.294202
18105.10739,1.799534933,-155988.4583,0.361397837,-0.819782318,-0.542259265,0.113291266,0.929777608,256190.0284,0.52610835,1.368447514,0.769981595,79.17798145
5539.710242,1.150372022,-64804.69656,1.341301221,0.632961078,1.313898871,-0.255217923,1.251961489,350847.5033,-1.088275995,-2.516627553,-0.718766464,-208.9445062
4814.049004,0.47567703,15472.77776,-0.590501512,0.751742106,-2.175564345,1.143258187,-0.477523925,-113427.1487,-0.157274903,1.266428388,-0.357016232,159.9192451
3911.782388,0.467247069,80424.2568,0.732491776,-0.184039389,-0.675994253,-0.346330692,0.038894714,-354541.7167,-0.241699747,-0.861564998,-2.156109165,-75.78348058
-2116.311464,0.400999984,115495.0959,-0.185080389,0.013850063,-1.638789276,0.425874992,-0.27957777,-216455.981,-0.869798864,-1.450260527,0.06265379,-42.763187
1043.481754,0.885906283,158663.2003,0.145541983,-0.154234714,-0.003474756,-0.421352332,0.903087942,-136570.9206,0.430761842,0.543349785,1.574004794,240.9940085
7515.724582,0.264257099,-145483.0882,-2.30309317,-0.96379589,-0.972911159,-0.038030331,-0.720901385,-319116.7468,-0.677206123,-0.881645974,-1.337581798,-161.1215241
9331.780939,-0.133153525,-146069.0733,0.671154898,0.813911432,-0.951167377,-0.294806984,1.299941908,-55861.47032,1.297821572,0.370476439,-0.0831184,33.40086352
